ticker,company_name,sources,investor_count,aggregate_activity,fundamentals_pe_ratio,fundamentals_forward_pe,fundamentals_pb_ratio,fundamentals_peg_ratio,fundamentals_week_52_high,fundamentals_week_52_low,fundamentals_pct_above_52w_low,fundamentals_pct_below_52w_high,fundamentals_current_price,fundamentals_previous_close,fundamentals_total_cash,fundamentals_total_debt,fundamentals_long_term_debt,fundamentals_net_debt,fundamentals_market_cap,fundamentals_insider_pct,fundamentals_institutional_pct,fundamentals_sector,fundamentals_industry,fundamentals_country,fundamentals_currency,fundamentals_exchange,fundamentals_is_international,investors
CRL,"Charles River Laboratories International, Inc.",Dataroma,2,Add,N/A,18.506447,2.925356,N/A,205.0,91.86,120.36,1.26,202.42,199.48,207096992,2631273984,N/A,2424176992,9962195968,1.0,1.07,Healthcare,Diagnostics & Research,United States,USD,NYQ,False,"Bill Nygren, John Rogers"
CRM,"Salesforce, Inc.",Dataroma,9,Buy,33.906418,19.333076,3.9804134,N/A,367.09,221.96,14.26,30.91,253.62,264.91,11322999808,11635000320,N/A,312000512,241446240256,2.63,84.53,Technology,Software - Application,United States,USD,NYQ,False,"Bill Nygren, ValueAct Capital, AKO Capital, First Eagle Investment Management, Polen Capital Management, Wallace Weitz, Robert Vinall, Mairs & Power Growth Fund, Hillman Value Fund"
CRMT,"America's Car-Mart, Inc.",Dataroma,1,Add,N/A,12.673022,0.36299783,N/A,62.72,17.78,36.61,61.27,24.29,25.26,122362000,962766016,N/A,840404016,201480864,15.06,86.0,Consumer Cyclical,Auto & Truck Dealerships,United States,USD,NMS,False,Yacktman Asset Management
CROX,"Crocs, Inc.",Dataroma,3,Buy,30.19097,7.283977,3.340248,N/A,122.84,73.21,18.77,29.22,86.95,85.52,153970000,1705888000,N/A,1551918000,4748979200,3.31,99.6,Consumer Cyclical,Footwear & Accessories,United States,USD,NMS,False,"Lee Ainslie, Norbert Lou, Samantha McLemore"
CRS,Carpenter Technology Corporation,Dataroma,3,Add,41.311356,29.857384,8.806121,N/A,342.11,138.61,144.09,1.1,338.34,314.84,208000000,704200000,N/A,496200000,16866281472,2.43,99.43,Industrials,Metal Fabrication,United States,USD,NYQ,False,"Daniel Loeb, John Armitage, Polen Capital Management"
CRSR,"Corsair Gaming, Inc.",Dataroma,1,Add,N/A,9.216872,1.0687023,N/A,13.02,5.35,12.52,53.76,6.02,5.94,64405000,186247008,N/A,121842008,641582720,3.33,89.08,Technology,Computer Hardware,United States,USD,NMS,False,Meridian Contrarian Fund
CSCO,"Cisco Systems, Inc.",Dataroma,4,Add,29.359076,17.001106,6.3883057,N/A,80.82,52.11,45.92,5.91,76.04,76.62,15736000512,29636999168,N/A,13900998656,300441239552,0.06,81.25,Technology,Communication Equipment,United States,USD,NMS,False,"Yacktman Asset Management, Thomas Gayner, Robert Olstein, David Katz"
CSGP,"CoStar Group, Inc.",Dataroma,7,Reduce,1094.8334,47.434055,3.228962,N/A,97.43,62.0,5.95,32.58,65.69,67.24,1935299968,1132000000,N/A,-803299968,27840919552,1.18,1.04,Real Estate,Real Estate Services,United States,USD,NMS,False,"Viking Global Investors, Daniel Loeb, Chase Coleman, Dennis Hong, Chuck Akre, Polen Capital Management, Wallace Weitz"
CSGS,"CSG Systems International, Inc.",Dataroma,1,Hold,26.108843,14.967835,7.225831,N/A,79.2,49.23,55.92,3.08,76.76,76.69,158384992,578201024,N/A,419816032,2189234176,4.06,1.07,Technology,Software - Infrastructure,United States,USD,NMS,False,FPA Queens Road Small Cap Value Fund
CSL,Carlisle Companies Incorporated,Dataroma,1,Reduce,18.72691,15.804729,6.8932447,N/A,435.92,293.43,11.94,24.65,328.47,319.86,1104999936,2883300096,N/A,1778300160,14042334208,1.15,1.05,Industrials,Building Products & Equipment,United States,USD,NYQ,False,First Eagle Investment Management
CSTM,Constellium SE,Dataroma,1,Reduce,24.7125,11.364957,3.2240705,N/A,19.8,7.33,169.71,0.15,19.77,18.85,122000000,2132000000,N/A,2010000000,2758686464,1.9,94.51,Basic Materials,Aluminum,France,USD,NYQ,False,Meridian Contrarian Fund
CSW,"CSW Industrials, Inc.",Dataroma,1,Hold,34.70941,24.178366,4.3699083,N/A,401.02,230.45,28.02,26.43,295.03,293.53,31471000,135456000,N/A,103985000,4957232128,3.87,95.92,Industrials,Specialty Industrial Machinery,United States,USD,NYQ,False,FPA Queens Road Small Cap Value Fund
CSX,CSX Corporation,Dataroma,4,Add,23.551949,19.093393,5.295664,N/A,37.54,26.22,38.33,3.38,36.27,36.25,618000000,19811000320,N/A,19193000320,67617329152,0.25,79.93,Industrials,Railroads,United States,USD,NMS,False,"Viking Global Investors, Kahn Brothers Group, Harry Burn, Thomas Gayner"
CTLP,"Cantaloupe, Inc.",Dataroma,1,Hold,13.35,22.250002,3.1255488,N/A,11.36,7.01,52.35,5.99,10.68,10.62,54985000,47923000,N/A,-7062000,787086464,12.07,97.4,Technology,Software - Infrastructure,United States,USD,NMS,False,Third Avenue Management
CTO,"CTO Realty Growth, Inc.",Dataroma,1,Add,N/A,166.81819,1.0760571,N/A,20.88,15.07,21.77,12.12,18.35,18.41,13148000,608868992,N/A,595720992,604441856,4.39,67.2,Real Estate,REIT - Diversified,United States,USD,NYQ,False,Bill Miller
CTRA,Coterra Energy Inc.,Dataroma,2,Add,12.314815,10.228527,1.380814,N/A,29.95,22.33,19.12,11.19,26.6,26.32,98000000,4116999936,N/A,4018999936,20299524096,1.47,95.11,Energy,Oil & Gas E&P,United States,USD,NYQ,False,"Christopher Davis, Harry Burn"
CTRI,"Centuri Holdings, Inc.",Dataroma,1,Add,645.5,31.873789,3.9115286,N/A,27.5,14.455,78.62,6.11,25.82,25.25,16133000,1069656000,N/A,1053523000,2571139584,18.24,80.84,Utilities,Utilities - Regulated Gas,United States,USD,NYQ,False,Carl Icahn
CTSH,Cognizant Technology Solutions Corporation,Dataroma,5,Add,18.814814,14.465799,2.6352818,N/A,90.82,65.15,24.76,10.5,81.28,83.0,2353999872,1170000000,N/A,-1183999872,39696822272,0.1,1.04,Technology,Information Technology Services,United States,USD,NMS,False,"Sarah Ketterer, Jensen Investment Management, Yacktman Asset Management, Richard Pzena, Dodge & Cox"
CTVA,"Corteva, Inc.",Dataroma,1,Reduce,27.433199,18.535185,1.8183283,N/A,77.41,53.4,26.89,12.47,67.76,67.03,2585999872,4373000192,N/A,1787000320,46015819776,0.12,87.24,Basic Materials,Agricultural Inputs,United States,USD,NYQ,False,Robert Olstein
CUZ,Cousins Properties Incorporated,Dataroma,1,Add,74.057144,103.68,0.9195076,N/A,31.36,24.07,7.69,17.35,25.92,25.78,4675000,3359526912,N/A,3354851912,4354369536,0.82,1.08,Real Estate,REIT - Office,United States,USD,NYQ,False,Christopher Davis
CVI,"CVR Energy, Inc.",Dataroma,1,Hold,15.266667,17.585625,3.0146003,N/A,41.67,15.1,66.82,39.55,25.19,25.44,670000000,1904999936,N/A,1234999936,2532365824,70.05,32.78,Energy,Oil & Gas Refining & Marketing,United States,USD,NYQ,False,Carl Icahn
CVLT,"Commvault Systems, Inc.",Dataroma,1,Reduce,70.556816,27.408146,25.989954,N/A,200.68,114.47,8.48,38.12,124.18,125.36,1063555008,909788032,N/A,-153766976,5521000448,0.71,1.08,Technology,Software - Application,United States,USD,NMS,False,Polen Capital Management
CVNA,Carvana Co.,Dataroma,6,Buy,90.965904,53.915455,24.79403,N/A,485.33,148.25,169.98,17.53,400.25,422.02,2628000000,5678000128,N/A,3050000128,86775578624,2.16,98.48,Consumer Cyclical,Auto & Truck Dealerships,United States,USD,NYQ,False,"Lee Ainslie, Viking Global Investors, Stephen Mandel, Clifford Sosin, Polen Capital Management, Robert Vinall"
CVS,CVS Health Corporation,Dataroma,8,Reduce,210.86842,11.181861,1.3954096,N/A,85.15,44.92,78.38,5.9,80.13,79.36,11232000000,81751998464,N/A,70519998464,101719621632,1.06,89.63,Healthcare,Healthcare Plans,United States,USD,NYQ,False,"Prem Watsa, Christopher Davis, Samantha McLemore, Richard Pzena, Robert Olstein, Dodge & Cox, David Katz, Hillman Value Fund"
CVSGF,CVS Group plc,Dataroma,1,Hold,46.342857,N/A,2.8809779,N/A,17.66,10.2,59.02,8.15,16.22,16.22,16100000,248800000,N/A,232700000,1208295552,0.56,72.51,Healthcare,Medical Care Facilities,United Kingdom,USD,PNK,False,Tweedy Browne Co.
CVX,Chevron Corporation,Dataroma,6,Add,21.926863,20.695358,1.6535149,N/A,168.96,132.04,18.07,7.73,155.9,152.41,7727000064,41543999488,N/A,33816999424,314110803968,6.13,68.08,Energy,Oil & Gas Integrated,United States,USD,NYQ,False,"Charles Bobrinskoy, Warren Buffett, Christopher Bloomstran, Kahn Brothers Group, Thomas Russo, Torray Funds"
CW,Curtiss-Wright Corporation,Dataroma,1,Reduce,46.7249,38.935722,8.396731,N/A,612.28,266.88,114.47,6.52,572.38,551.27,225427008,1133395968,N/A,907968960,21566197760,0.52,87.2,Industrials,Aerospace & Defense,United States,USD,NYQ,False,Polen Capital Management
CWCO,Consolidated Water Co. Ltd.,Dataroma,1,Add,32.25,22.044304,2.5180743,N/A,38.36,22.69,53.5,9.2,34.83,35.15,123554648,3221436,N/A,-120333212,554888448,6.06,70.31,Utilities,Utilities - Regulated Water,Cayman Islands,USD,NMS,False,Meridian Contrarian Fund
CWK,Cushman & Wakefield Limited,Dataroma,1,Reduce,16.673685,10.923837,1.8741127,N/A,17.33,7.64,107.33,8.6,15.84,16.19,634400000,3111200000,N/A,2476800000,3668615936,0.5,97.67,Real Estate,Real Estate Services,United States,USD,NYQ,False,Robert Olstein
CX,"CEMEX, S.A.B. de C.V.",Dataroma,1,Reduce,12.714285,14.556754,12.321618,N/A,12.04,4.89,136.61,3.9,11.57,11.49,1197716992,6789309952,N/A,5591592960,16786135040,0.0,39.91,Basic Materials,Building Materials,Mexico,USD,NYQ,False,Howard Marks
CXM,"Sprinklr, Inc.",Dataroma,1,Add,17.853659,15.422865,3.2246697,N/A,9.685,6.75,8.44,24.42,7.32,7.78,480344992,48436000,N/A,-431908992,1805742592,7.12,92.08,Technology,Software - Application,United States,USD,NYQ,False,First Eagle Investment Management
CYD,China Yuchai International Limited,Dataroma,1,Hold,21.398844,16.269909,1.0603672,N/A,42.6,9.7,281.65,13.1,37.02,35.5,N/A,N/A,N/A,N/A,1388928384,68.88,19.92,Consumer Cyclical,Auto Manufacturers,Singapore,USD,NYQ,False,Francis Chou
CYH,"Community Health Systems, Inc.",Dataroma,1,Buy,1.2653061,-8.012613,-0.27612007,N/A,4.47,2.24,38.39,30.65,3.1,3.12,123000000,11242000384,N/A,11119000384,434369248,8.18,81.54,Healthcare,Medical Care Facilities,United States,USD,NYQ,False,Daniel Loeb
CZR,"Caesars Entertainment, Inc.",Dataroma,3,Add,N/A,94.24,1.277034,N/A,40.0,18.25,29.1,41.1,23.56,23.39,836000000,25734000640,N/A,24898000640,4900280320,2.15,1.06,Consumer Cyclical,Resorts & Casinos,United States,USD,NMS,False,"Lee Ainslie, Carl Icahn, David Tepper"
D,"Dominion Energy, Inc.",Dataroma,1,Hold,19.359478,16.432688,1.8947706,N/A,62.87,48.07,23.24,5.77,59.24,58.59,971000000,48958001152,N/A,47987001152,50585825280,0.12,84.5,Utilities,Utilities - Regulated Electric,United States,USD,NYQ,False,Dodge & Cox
DAL,"Delta Air Lines, Inc.",Dataroma,4,Reduce,9.740479,9.603003,2.3799021,N/A,72.34,34.74,98.79,4.53,69.06,69.4,3791000064,22077999104,N/A,18286999040,45093605376,0.33,82.88,Industrials,Airlines,United States,USD,NYQ,False,"David Tepper, Samantha McLemore, Richard Pzena, Robert Olstein"
DAR,Darling Ingredients Inc.,Dataroma,3,Add,56.179104,15.056301,1.2698627,N/A,42.15,26.0,44.77,10.7,37.64,36.0,91494000,4340321792,N/A,4248827792,5954123776,0.95,1.13,Consumer Defensive,Packaged Foods,United States,USD,NYQ,False,"Christopher Davis, Yacktman Asset Management, FPA Queens Road Small Cap Value Fund"
DASH,"DoorDash, Inc.","Dataroma, Substack",3,Reduce,111.00504,35.98136,9.974586,N/A,285.5,155.4,41.44,23.02,219.79,226.48,4243000064,3256999936,N/A,-986000128,94729166848,0.58,95.53,Consumer Cyclical,Internet Retail,United States,USD,NMS,False,"Lee Ainslie, Chase Coleman, Thomas Russo"
DAVE,Dave Inc.,Dataroma,2,Buy,21.64497,16.36689,10.173828,N/A,286.45,65.46,235.29,23.38,219.48,221.41,91735000,75295000,N/A,-16440000,2963875840,12.36,87.59,Technology,Software - Application,United States,USD,NGM,False,"Lee Ainslie, Polen Capital Management"
DB,Deutsche Bank Aktiengesellschaft,Dataroma,4,Buy,13.420339,8.737662,0.83214027,N/A,39.78,17.17,130.58,0.48,39.59,38.56,569196019712,461661995008,N/A,-107534024704,77073809408,8.51,54.86,Financial Services,Banks - Regional,Germany,USD,NYQ,False,"Viking Global Investors, David Tepper, Sarah Ketterer, Kahn Brothers Group"
DBRG,"DigitalBridge Group, Inc.",Dataroma,1,Add,128.16667,38.45,2.2335172,N/A,15.55,6.41,139.94,1.09,15.38,15.34,358416000,362112000,N/A,3696000,2998565376,3.79,94.9,Financial Services,Asset Management,United States,USD,NYQ,False,Meridian Contrarian Fund
DCGO,DocGo Inc.,Dataroma,1,Hold,N/A,-5.045735,0.32104123,N/A,5.675,0.861,3.14,84.35,0.888,0.8778,73355640,29463976,N/A,-43891664,86858280,7.62,50.64,Healthcare,Medical Care Facilities,United States,USD,NCM,False,David Katz
DCI,"Donaldson Company, Inc.",Dataroma,1,Reduce,28.015575,20.346153,6.8492002,N/A,95.0,57.45,56.54,5.34,89.93,88.66,210700000,680499968,N/A,469799968,10416723968,0.56,89.79,Industrials,Specialty Industrial Machinery,United States,USD,NYQ,False,Jensen Investment Management
DCO,Ducommun Incorporated,Dataroma,2,Reduce,N/A,21.83298,2.2290795,N/A,101.47,51.76,87.02,4.6,96.8,95.13,53815000,271471008,N/A,217656008,1446777856,8.11,94.42,Industrials,Aerospace & Defense,United States,USD,NYQ,False,"First Eagle Investment Management, FPA Queens Road Small Cap Value Fund"
DD,"DuPont de Nemours, Inc.",Dataroma,1,Reduce,23.624277,18.890686,0.74775416,N/A,41.85,22.497908,81.66,2.34,40.87,40.2,1955000064,9260000256,N/A,7305000192,17123521536,0.29,76.58,Basic Materials,Specialty Chemicals,United States,USD,NYQ,False,Hillman Value Fund
DDOG,"Datadog, Inc.",Dataroma,1,Reduce,431.51614,57.06668,13.634696,N/A,201.69,81.63,63.87,33.68,133.77,135.99,4140338944,1279316992,N/A,-2861021952,46909227008,0.76,93.33,Technology,Software - Application,United States,USD,NMS,False,Lee Ainslie
DE,Deere & Company,Dataroma,6,Reduce,25.246078,20.639496,4.8632092,N/A,533.78,403.01,15.83,12.55,466.8,465.57,6904000000,64605999104,N/A,57701999104,126243930112,0.18,82.9,Industrials,Farm & Heavy Construction Machinery,United States,USD,NYQ,False,"Bill Nygren, Bill & Melinda Gates Foundation Trust, First Eagle Investment Management, Thomas Gayner, Robert Vinall, Robert Olstein"
DECK,Deckers Outdoor Corporation,Dataroma,3,Buy,15.867757,15.567736,6.326422,N/A,223.98,78.91,35.33,52.32,106.79,103.67,1414478976,350672000,N/A,-1063806976,15841587200,0.58,99.23,Consumer Cyclical,Footwear & Accessories,United States,USD,NYQ,False,"Viking Global Investors, Christopher Bloomstran, FPA Queens Road Small Cap Value Fund"
DEI,"Douglas Emmett, Inc.",Dataroma,3,Add,92.25,-62.648556,0.95135784,N/A,18.95,10.785,2.64,41.58,11.07,10.99,439288000,5577797120,N/A,5138509120,2246789888,4.47,1.04,Real Estate,REIT - Office,United States,USD,NYQ,False,"First Eagle Investment Management, Christopher Davis, Steven Romick"
DELL,Dell Technologies Inc.,Dataroma,1,Hold,17.085562,11.151774,-32.53564,N/A,168.08,66.25,92.91,23.96,127.8,125.88,9569000448,32036999168,N/A,22467998720,85651587072,6.54,75.5,Technology,Computer Hardware,United States,USD,NYQ,False,Steven Romick
DENN,Denny's Corporation,Dataroma,1,Reduce,31.05,15.681818,-9.779528,N/A,7.66,2.85,117.89,18.93,6.21,6.22,2224000,416444992,N/A,414220992,319808768,3.65,93.21,Consumer Cyclical,Restaurants,United States,USD,NCM,False,First Eagle Investment Management
DEO,Diageo plc,Dataroma,7,Buy,20.637442,12.982965,17.452906,N/A,126.73,85.12,2.31,31.28,87.09,86.27,2647000064,24611000320,N/A,21964000256,48409247744,0.06,10.11,Consumer Defensive,Beverages - Wineries & Distilleries,United Kingdom,USD,NYQ,False,"Lee Ainslie, Warren Buffett, Sarah Ketterer, First Eagle Investment Management, Thomas Gayner, Tweedy Browne Co., Hillman Value Fund"
DFH,"Dream Finders Homes, Inc.","Dataroma, Substack",1,Hold,6.035211,8.597685,1.1576388,N/A,31.495,16.9,1.42,45.58,17.14,17.1,251044000,1766134016,N/A,1515090016,1591991936,17.77,89.32,Consumer Cyclical,Residential Construction,United States,USD,NYQ,False,Francois Rochon
DFNL,Davis Select Financial ETF,Dataroma,1,Hold,15.0211315,N/A,N/A,N/A,50.59,32.37,50.26,3.85,48.64,48.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD,BTS,False,Christopher Davis
DG,Dollar General Corporation,Dataroma,5,Add,23.630398,19.378368,3.6789463,N/A,139.83,66.43,105.96,2.15,136.82,132.77,1240622976,16508423168,N/A,15267800192,30116665344,0.34,97.76,Consumer Defensive,Discount Stores,United States,USD,NYQ,False,"Christopher Bloomstran, Seth Klarman, First Eagle Investment Management, Thomas Gayner, Richard Pzena"
DGX,Quest Diagnostics Incorporated,Dataroma,3,Buy,20.397886,16.749842,2.6578677,N/A,197.55,148.7,16.87,12.03,173.79,173.53,435000000,6382000128,N/A,5947000128,19433795584,0.39,99.33,Healthcare,Diagnostics & Research,United States,USD,NYQ,False,"Lee Ainslie, Christopher Davis, Robert Olstein"
DHI,"D.R. Horton, Inc.",Dataroma,3,Reduce,12.594642,10.798898,1.7738715,N/A,184.55,110.44,31.94,21.04,145.72,144.03,2985400064,6065200128,N/A,3079800064,42559062016,11.27,89.88,Consumer Cyclical,Residential Construction,United States,USD,NYQ,False,"Glenn Greenberg, Third Avenue Management, Greenhaven Associates"
DHLGY,Deutsche Post AG,Dataroma,1,Hold,15.246538,14.987229,2.4360783,N/A,56.38,33.89,62.41,2.38,55.04,54.69,4422000128,26281000960,N/A,21859000832,63758852096,0.0,1.09,Industrials,Integrated Freight & Logistics,Germany,USD,PNK,False,Tweedy Browne Co.
DHR,Danaher Corporation,Dataroma,9,Add,47.407406,27.359652,3.1863694,N/A,258.23,171.0,34.74,10.78,230.4,228.92,1528000000,18155999232,N/A,16627999232,164978278400,11.06,83.3,Healthcare,Diagnostics & Research,United States,USD,NYQ,False,"Lee Ainslie, Viking Global Investors, Daniel Loeb, Bill & Melinda Gates Foundation Trust, Pat Dorsey, Chuck Akre, Wallace Weitz, Torray Funds, David Katz"
DHT,"DHT Holdings, Inc.",Dataroma,1,Hold,9.467742,7.8766046,1.7231762,N/A,13.85,8.99,30.59,15.23,11.74,12.21,81250000,274163008,N/A,192913008,1887784960,15.77,65.45,Energy,Oil & Gas Midstream,Bermuda,USD,NYQ,False,David Einhorn
DIN,"Dine Brands Global, Inc.",Dataroma,2,Add,14.830358,6.8219857,-2.06438,N/A,35.34,18.63,78.31,6.0,33.22,32.14,167950000,1627161984,N/A,1459211984,510901120,3.79,78.92,Consumer Cyclical,Restaurants,United States,USD,NYQ,False,"Lee Ainslie, Robert Olstein"
DINO,HF Sinclair Corporation,Dataroma,1,Add,22.203793,9.720925,0.91387886,N/A,56.58,24.66,89.98,17.2,46.85,46.08,1451000064,3396000000,N/A,1944999936,8764724224,7.34,84.37,Energy,Oil & Gas Refining & Marketing,United States,USD,NYQ,False,Christopher Bloomstran
DINT,Davis Select International ETF,Dataroma,1,Hold,15.471169,N/A,N/A,N/A,29.26,19.8,47.78,0.0,29.26,28.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD,BTS,False,Christopher Davis
DIS,The Walt Disney Company,Dataroma,17,Add,16.328466,15.202505,1.8232944,N/A,124.69,80.1,39.64,10.3,111.85,113.77,5695000064,45423001600,N/A,39728001536,201098903552,0.07,75.66,Communication Services,Entertainment,United States,USD,NYQ,False,"Mason Hawkins, Francois Rochon, Lee Ainslie, Viking Global Investors, ValueAct Capital, Christopher Bloomstran, Duan Yongping, Sarah Ketterer, First Eagle Investment Management, Lindsell Train, Kahn Brothers Group, Thomas Russo, Harry Burn, Yacktman Asset Management, Thomas Gayner, Robert Olstein, Hillman Value Fund"
DJCO,Daily Journal Corporation,Dataroma,1,Hold,6.164865,N/A,1.7675506,N/A,596.6,348.63,43.94,15.89,501.82,487.32,513564000,22993000,N/A,-490571000,691220416,9.57,75.45,Technology,Software - Application,United States,USD,NCM,False,Guy Spier
DKNG,DraftKings Inc.,Dataroma,1,Buy,N/A,22.104858,24.176271,N/A,53.61,26.23,35.95,33.48,35.66,34.46,1228274944,1906590976,N/A,678316032,17750566912,2.78,84.33,Consumer Cyclical,Gambling,United States,USD,NMS,False,Viking Global Investors
DKS,"DICK'S Sporting Goods, Inc.",Dataroma,1,Buy,16.317848,13.484926,3.2294068,N/A,254.6,166.37,20.35,21.36,200.22,197.97,821331008,7699249152,N/A,6877918144,18013573120,3.2,97.52,Consumer Cyclical,Specialty Retail,United States,USD,NYQ,False,Lee Ainslie
DLG.MI,De'Longhi S.p.A.,Dataroma,1,Hold,16.930233,14.724324,2.6503568,N/A,38.14,23.28,56.36,4.56,36.4,36.5,625600000,583400000,N/A,-42200000,5437131776,53.5,28.89,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Italy,EUR,MIL,True,Thomas Russo
DLO,DLocal Limited,Dataroma,1,Add,25.125,16.169624,8.204082,N/A,16.78,7.61,84.89,16.15,14.07,14.14,725176000,66792000,N/A,-658384000,4146816512,15.25,59.91,Technology,Software - Infrastructure,Uruguay,USD,NMS,False,Polen Capital Management
DLR,"Digital Realty Trust, Inc.",Dataroma,1,Add,40.16321,42.88686,2.385554,N/A,187.74,129.95,19.3,17.42,155.03,154.71,3319920896,19803467776,N/A,16483546880,54214696960,0.01,1.01,Real Estate,REIT - Specialty,United States,USD,NYQ,False,Christopher Davis
DLTR,"Dollar Tree, Inc.",Dataroma,3,Buy,24.231499,19.097897,7.396895,N/A,132.48,61.8,106.63,3.61,127.7,123.01,594800000,7658899968,N/A,7064099968,26046693376,0.15,1.16,Consumer Defensive,Discount Stores,United States,USD,NMS,False,"Meridian Contrarian Fund, Christopher Bloomstran, Prem Watsa"
DLVHF,Delivery Hero SE,Dataroma,1,Hold,N/A,N/A,2.773486,N/A,33.0,19.25,25.66,26.7,24.19,24.19,2808100096,4635700224,N/A,1827600128,8304261632,24.84,69.08,Consumer Cyclical,Internet Retail,Germany,USD,PNK,False,Steven Romick
DMAC,DiaMedica Therapeutics Inc.,Dataroma,1,Add,N/A,-10.489418,8.002018,N/A,10.4195,3.19,148.59,23.89,7.93,7.96,55318000,266000,N/A,-55052000,412974080,26.3,45.15,Healthcare,Biotechnology,United States,USD,NCM,False,Leon Cooperman
DNA,"Ginkgo Bioworks Holdings, Inc.",Dataroma,1,Hold,N/A,-1.0915935,0.8833384,N/A,17.58,5.0,74.0,50.51,8.7,8.31,461862016,422870016,N/A,-38992000,527134912,3.47,71.45,Healthcare,Biotechnology,United States,USD,NYQ,False,Viking Global Investors
